F5 Sample ID	FFID	F5 CAGE Lib ID	F5 RNASEQ Lib ID	ROADMAP Matching Sample	Facet ontology ID	Facet ontology term	F5 Sample Type	F5 Sample Description	ROADMAP_Description	Note
12771	FF:12771-136C8	CNhs12871	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 08hr, biol_rep2 (A2 T11)	__na	__na
12770	FF:12770-136C7	CNhs12870	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 04hr, biol_rep2 (A2 T10)	__na	__na
12769	FF:12769-136C6	CNhs12869	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 03hr, biol_rep2 (A2 T9)	__na	__na
12768	FF:12768-136C5	CNhs12868	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 02hr30min, biol_rep2 (A2 T8)	__na	__na
12767	FF:12767-136C4	CNhs12867	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 02hr00min, biol_rep2 (A2 T7)	__na	__na
12766	FF:12766-136C3	CNhs12866	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 01hr40min, biol_rep2 (A2 T6)	__na	__na
12765	FF:12765-136C2	CNhs12864	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 01hr20min, biol_rep2 (A2 T5)	__na	__na
12764	FF:12764-136C1	CNhs12863	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 01hr00min, biol_rep2 (A2 T4)	__na	__na
12763	FF:12763-136B9	CNhs12862	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr45min, biol_rep2 (A2 T3)	__na	__na
12762	FF:12762-136B8	CNhs12861	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr30min, biol_rep2 (A2 T2)	__na	__na
12761	FF:12761-136B7	CNhs12860	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr15min, biol_rep2 (A2 T1)	__na	__na
12760	FF:12760-136B6	CNhs12859	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr00min, biol_rep2 (A2 T0)	__na	__na
12759	FF:12759-136B5	CNhs13378	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to IL1b, 06hr, biol_rep2 (LK59)	__na	__na
12758	FF:12758-136B4	CNhs13377	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to IL1b, 05hr, biol_rep2 (LK56)	__na	__na
12757	FF:12757-136B3	CNhs13376	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to IL1b, 04hr, biol_rep2 (LK53)	__na	__na
12756	FF:12756-136B2	CNhs13375	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to IL1b, 03hr, biol_rep2 (LK50)	__na	__na
12755	FF:12755-136B1	CNhs13374	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to IL1b, 02hr, biol_rep2 (LK47)	__na	__na
12754	FF:12754-136A9	CNhs13373	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to IL1b, 01hr, biol_rep2 (LK44)	__na	__na
12753	FF:12753-136A8	CNhs13372	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to IL1b, 00hr45min, biol_rep2 (LK41)	__na	__na
12752	FF:12752-136A7	CNhs13371	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to IL1b, 00hr30min, biol_rep2 (LK38)	__na	__na
12751	FF:12751-136A6	CNhs13370	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to IL1b, 00hr15min, biol_rep2 (LK35)	__na	__na
12750	FF:12750-136A5	CNhs13369	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to IL1b, 00hr00min, biol_rep2 (LK32)	__na	__na
12749	FF:12749-136A4	CNhs13368	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to FGF2, 06hr, biol_rep2 (LK29)	__na	__na
12748	FF:12748-136A3	CNhs13367	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to FGF2, 05hr, biol_rep2 (LK26)	__na	__na
12747	FF:12747-136A2	CNhs13365	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to FGF2, 04hr, biol_rep2 (LK23)	__na	__na
12746	FF:12746-136A1	CNhs13364	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to FGF2, 03hr, biol_rep2 (LK20)	__na	__na
12745	FF:12745-135I9	CNhs13363	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to FGF2, 02hr, biol_rep2 (LK17)	__na	__na
12744	FF:12744-135I8	CNhs13362	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to FGF2, 01hr, biol_rep2 (LK14)	__na	__na
12743	FF:12743-135I7	CNhs13361	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to FGF2, 00hr45min, biol_rep2 (LK11)	__na	__na
12742	FF:12742-135I6	CNhs13360	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to FGF2, 00hr30min, biol_rep2 (LK8)	__na	__na
12741	FF:12741-135I5	CNhs13359	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to FGF2, 00hr15min, biol_rep2 (LK5)	__na	__na
12740	FF:12740-135I4	CNhs13358	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to FGF2, 00hr00min, biol_rep2 (LK2)	__na	__na
12739	FF:12739-135I3	CNhs13156	__na	__na	__na	__na	timecourse	Melanocyte, donor2 (MC+2)	__na	__na
12738	FF:12738-135I2	CNhs12907	__na	__na	__na	__na	timecourse	H9 Embryoid body cells, melanocytic induction, day41, biol_rep2 (H9EB-2 d41)	__na	__na
12737	FF:12737-135I1	CNhs12906	__na	__na	__na	__na	timecourse	H9 Embryoid body cells, melanocytic induction, day34, biol_rep2 (H9EB-2 d34)	__na	__na
12736	FF:12736-135H9	CNhs12836	__na	__na	__na	__na	timecourse	H9 Embryoid body cells, melanocytic induction, day30, biol_rep2 (H9EB-2 d30)	__na	__na
12735	FF:12735-135H8	CNhs12835	__na	__na	__na	__na	timecourse	H9 Embryoid body cells, melanocytic induction, day27, biol_rep2 (H9EB-2 d27)	__na	__na
12734	FF:12734-135H7	CNhs12834	__na	__na	__na	__na	timecourse	H9 Embryoid body cells, melanocytic induction, day24, biol_rep2 (H9EB-2 d24)	__na	__na
12733	FF:12733-135H6	CNhs12833	__na	__na	__na	__na	timecourse	H9 Embryoid body cells, melanocytic induction, day21, biol_rep2 (H9EB-2 d21)	__na	__na
12732	FF:12732-135H5	CNhs12832	__na	__na	__na	__na	timecourse	H9 Embryoid body cells, melanocytic induction, day18, biol_rep2 (H9EB-2 d18)	__na	__na
12731	FF:12731-135H4	CNhs12831	__na	__na	__na	__na	timecourse	H9 Embryoid body cells, melanocytic induction, day15, biol_rep2 (H9EB-2 d15)	__na	__na
12730	FF:12730-135H3	CNhs12830	__na	__na	__na	__na	timecourse	H9 Embryoid body cells, melanocytic induction, day12, biol_rep2 (H9EB-2 d12)	__na	__na
12729	FF:12729-135H2	CNhs12829	__na	__na	__na	__na	timecourse	H9 Embryoid body cells, melanocytic induction, day09, biol_rep2 (H9EB-2 d9)	__na	__na
12728	FF:12728-135H1	CNhs12828	__na	__na	__na	__na	timecourse	H9 Embryoid body cells, melanocytic induction, day06, biol_rep2 (H9EB-2 d6)	__na	__na
12727	FF:12727-135G9	CNhs12827	__na	__na	__na	__na	timecourse	H9 Embryoid body cells, melanocytic induction, day03, biol_rep2 (H9EB-2 d3)	__na	__na
12726	FF:12726-135G8	CNhs12826	__na	__na	__na	__na	timecourse	H9 Embryoid body cells, melanocytic induction, day01, biol_rep2 (H9EB-2 d1)	__na	__na
12725	FF:12725-135G7	CNhs12825	__na	E008	__na	__na	timecourse	H9 Embryoid body cells, melanocytic induction, day00, biol_rep2 (H9EB-2 d0)	H9 Cell Line	__na
12724	FF:12724-135G6	CNhs12824	__na	E008	__na	__na	timecourse	H9 Embryonic Stem cells, biol_rep2 (H9ES-2)	H9 Cell Line	__na
12723	FF:12723-135G5	CNhs11942	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to LPS, 48hr, donor1 (t26 Subject1)	__na	__na
12722	FF:12722-135G4	CNhs12933	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to LPS, 36hr, donor1 (t25 Subject1)	__na	__na
12721	FF:12721-135G3	CNhs12932	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to LPS, 24hr, donor1 (t24 Subject1)	__na	__na
12720	FF:12720-135G2	CNhs12815	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to LPS, 22hr, donor1 (t23 Subject1)	__na	__na
12719	FF:12719-135G1	CNhs12931	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to LPS, 20hr, donor1 (t22 Subject1)	__na	__na
12718	FF:12718-135F9	CNhs12814	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to LPS, 18hr, donor1 (t21 Subject1)	__na	__na
12717	FF:12717-135F8	CNhs12930	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to LPS, 16hr, donor1 (t20 Subject1)	__na	__na
12716	FF:12716-135F7	CNhs12929	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to LPS, 14hr, donor1 (t19 Subject1)	__na	__na
12715	FF:12715-135F6	CNhs12813	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to LPS, 12hr, donor1 (t18 Subject1)	__na	__na
12714	FF:12714-135F5	CNhs12928	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to LPS, 10hr, donor1 (t17 Subject1)	__na	__na
12713	FF:12713-135F4	CNhs12927	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to LPS, 08hr, donor1 (t16 Subject1)	__na	__na
12712	FF:12712-135F3	CNhs12926	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to LPS, 07hr, donor1 (t15 Subject1)	__na	__na
12711	FF:12711-135F2	CNhs12925	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to LPS, 06hr, donor1 (t14 Subject1)	__na	__na
12710	FF:12710-135F1	CNhs13155	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to LPS, 05hr, donor1 (t13 Subject1)	__na	__na
12709	FF:12709-135E9	CNhs13154	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to LPS, 04hr, donor1 (t12 Subject1)	__na	__na
12708	FF:12708-135E8	CNhs13153	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to LPS, 03hr30min, donor1 (t11 Subject1)	__na	__na
12707	FF:12707-135E7	CNhs12924	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to LPS, 03hr00min, donor1 (t10 Subject1)	__na	__na
12706	FF:12706-135E6	CNhs13152	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to LPS, 02hr30min, donor1 (t9 Subject1)	__na	__na
12705	FF:12705-135E5	CNhs13151	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to LPS, 02hr00min, donor1 (t8 Subject1)	__na	__na
12704	FF:12704-135E4	CNhs13150	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to LPS, 01hr40min, donor1 (t7 Subject1)	__na	__na
12703	FF:12703-135E3	CNhs13149	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to LPS, 01hr20min, donor1 (t6 Subject1)	__na	__na
12702	FF:12702-135E2	CNhs13148	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to LPS, 01hr00min, donor1 (t5 Subject1)	__na	__na
12701	FF:12701-135E1	CNhs13147	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to LPS, 00hr45min, donor1 (t4 Subject1)	__na	__na
12700	FF:12700-135D9	CNhs13146	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to LPS, 00hr30min, donor1 (t3 Subject1)	__na	__na
12699	FF:12699-135D8	CNhs13145	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to LPS, 00hr15min, donor1 (t2 Subject1)	__na	__na
12698	FF:12698-135D7	CNhs11941	__na	__na	__na	__na	timecourse	Monocyte-derived macrophages response to LPS, 00hr00min, donor1 (t1 Subject1)	__na	__na
12697	FF:12697-135D6	CNhs14194	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma cell line, untreated control, day28, biol_rep1 (B1 T17)	__na	__na
12679	FF:12679-135B6	CNhs11919	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day28, biol_rep1 (A1 T17)	__na	__na
12678	FF:12678-135B5	CNhs12397	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day21, biol_rep1 (A1 T16)	__na	__na
12677	FF:12677-135B4	CNhs12396	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day14, biol_rep1 (A1 T15)	__na	__na
12676	FF:12676-135B3	CNhs12395	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day07, biol_rep1 (A1 T14)	__na	__na
12675	FF:12675-135B2	CNhs12394	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day04, biol_rep1 (A1 T13)	__na	__na
12674	FF:12674-135B1	CNhs12393	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 24hr, biol_rep1 (A1 T12)	__na	__na
12673	FF:12673-135A9	CNhs12392	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 08hr, biol_rep1 (A1 T11)	__na	__na
12672	FF:12672-135A8	CNhs12391	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 04hr, biol_rep1 (A1 T10)	__na	__na
12671	FF:12671-135A7	CNhs12390	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 03hr, biol_rep1 (A1 T9)	__na	__na
12670	FF:12670-135A6	CNhs12389	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 02hr30min, biol_rep1 (A1 T8)	__na	__na
12669	FF:12669-135A5	CNhs12388	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 02hr00min, biol_rep1 (A1 T7)	__na	__na
12668	FF:12668-135A4	CNhs12387	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 01hr40min, biol_rep1 (A1 T6)	__na	__na
12667	FF:12667-135A3	CNhs12386	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 01hr20min, biol_rep1 (A1 T5)	__na	__na
12666	FF:12666-135A2	CNhs12384	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 01hr00min, biol_rep1 (A1 T4)	__na	__na
12665	FF:12665-135A1	CNhs12383	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr45min, biol_rep1 (A1 T3)	__na	__na
12664	FF:12664-134I9	CNhs12382	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr30min, biol_rep1 (A1 T2)	__na	__na
12663	FF:12663-134I8	CNhs12381	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr15min, biol_rep1 (A1 T1)	__na	__na
12662	FF:12662-134I7	CNhs11918	__na	__na	__na	__na	timecourse	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr00min, biol_rep1 (A1 T0)	__na	__na
12661	FF:12661-134I6	CNhs13357	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to IL1b, 06hr, biol_rep1 (LK58)	__na	__na
12660	FF:12660-134I5	CNhs13356	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to IL1b, 05hr, biol_rep1 (LK55)	__na	__na
12659	FF:12659-134I4	CNhs13682	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to IL1b, 04hr, biol_rep1 (LK52)	__na	__na
12658	FF:12658-134I3	CNhs13355	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to IL1b, 03hr, biol_rep1 (LK49)	__na	__na
12657	FF:12657-134I2	CNhs13354	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to IL1b, 02hr, biol_rep1 (LK46)	__na	__na
12656	FF:12656-134I1	CNhs13353	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to IL1b, 01hr, biol_rep1 (LK43)	__na	__na
12655	FF:12655-134H9	CNhs13352	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to IL1b, 00hr45min, biol_rep1 (LK40)	__na	__na
12654	FF:12654-134H8	CNhs13351	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to IL1b, 00hr30min, biol_rep1 (LK37)	__na	__na
12653	FF:12653-134H7	CNhs13350	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to IL1b, 00hr15min, biol_rep1 (LK34)	__na	__na
12652	FF:12652-134H6	CNhs13349	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to IL1b, 00hr00min, biol_rep1 (LK31)	__na	__na
12651	FF:12651-134H5	CNhs13348	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to FGF2, 06hr, biol_rep1 (LK28)	__na	__na
12650	FF:12650-134H4	CNhs13347	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to FGF2, 05hr, biol_rep1 (LK25)	__na	__na
12649	FF:12649-134H3	CNhs13346	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to FGF2, 04hr, biol_rep1 (LK22)	__na	__na
12648	FF:12648-134H2	CNhs13345	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to FGF2, 03hr, biol_rep1 (LK19)	__na	__na
12647	FF:12647-134H1	CNhs13344	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to FGF2, 02hr, biol_rep1 (LK16)	__na	__na
12646	FF:12646-134G9	CNhs12741	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to FGF2, 01hr, biol_rep1 (LK13)	__na	__na
12645	FF:12645-134G8	CNhs13343	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to FGF2, 00hr45min, biol_rep1 (LK10)	__na	__na
12644	FF:12644-134G7	CNhs13341	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to FGF2, 00hr30min, biol_rep1 (LK7)	__na	__na
12643	FF:12643-134G6	CNhs13340	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to FGF2, 00hr15min, biol_rep1 (LK4)	__na	__na
12642	FF:12642-134G5	CNhs13339	__na	__na	__na	__na	timecourse	Aortic smooth muscle cell response to FGF2, 00hr00min, biol_rep1 (LK1)	__na	__na
12641	FF:12641-134G4	CNhs12816	__na	__na	__na	__na	timecourse	Melanocyte, donor1 (MC+1)	__na	__na
12640	FF:12640-134G3	CNhs12905	__na	__na	__na	__na	timecourse	H9 Embryoid body cells, melanocytic induction, day41, biol_rep1 (H9EB-1 d41)	__na	__na
12639	FF:12639-134G2	CNhs12904	__na	__na	__na	__na	timecourse	H9 Embryoid body cells, melanocytic induction, day34, biol_rep1 (H9EB-1 d34)	__na	__na
12638	FF:12638-134G1	CNhs12903	__na	__na	__na	__na	timecourse	H9 Embryoid body cells, melanocytic induction, day30, biol_rep1 (H9EB-1 d30)	__na	__na
12637	FF:12637-134F9	CNhs12902	__na	__na	__na	__na	timecourse	H9 Embryoid body cells, melanocytic induction, day27, biol_rep1 (H9EB-1 d27)	__na	__na
12636	FF:12636-134F8	CNhs12901	__na	__na	__na	__na	timecourse	H9 Embryoid body cells, melanocytic induction, day24, biol_rep1 (H9EB-1 d24)	__na	__na
12635	FF:12635-134F7	CNhs12900	__na	__na	__na	__na	timecourse	H9 Embryoid body cells, melanocytic induction, day21, biol_rep1 (H9EB-1 d21)	__na	__na
12634	FF:12634-134F6	CNhs12899	__na	__na	__na	__na	timecourse	H9 Embryoid body cells, melanocytic induction, day18, biol_rep1 (H9EB-1 d18)	__na	__na
12633	FF:12633-134F5	CNhs12898	__na	__na	__na	__na	timecourse	H9 Embryoid body cells, melanocytic induction, day15, biol_rep1 (H9EB-1 d15)	__na	__na
12632	FF:12632-134F4	CNhs12948	__na	__na	__na	__na	timecourse	H9 Embryoid body cells, melanocytic induction, day12, biol_rep1, tech_rep1 (H9EB-1 d12)	__na	__na
12632	FF:12632-134F4	CNhs12994	__na	__na	__na	__na	timecourse	H9 Embryoid body cells, melanocytic induction, day12, biol_rep1, tech_rep2 (H9EB-1 d12)	__na	__na
12631	FF:12631-134F3	CNhs12897	__na	__na	__na	__na	timecourse	H9 Embryoid body cells, melanocytic induction, day09, biol_rep1 (H9EB-1 d9)	__na	__na
12630	FF:12630-134F2	CNhs12896	__na	__na	__na	__na	timecourse	H9 Embryoid body cells, melanocytic induction, day06, biol_rep1 (H9EB-1 d6)	__na	__na
12629	FF:12629-134F1	CNhs12895	__na	__na	__na	__na	timecourse	H9 Embryoid body cells, melanocytic induction, day03, biol_rep1 (H9EB-1 d3)	__na	__na
12628	FF:12628-134E9	CNhs12823	__na	__na	__na	__na	timecourse	H9 Embryoid body cells, melanocytic induction, day01, biol_rep1 (H9EB-1 d1)	__na	__na
12627	FF:12627-134E8	CNhs12822	__na	E008	__na	__na	timecourse	H9 Embryoid body cells, melanocytic induction, day00, biol_rep1 (H9EB-1 d0)	H9 Cell Line	__na
12626	FF:12626-134E7	CNhs11917	__na	E008	__na	__na	timecourse	H9 Embryonic Stem cells, biol_rep1 (H9ES-1)	H9 Cell Line	__na
12519	FF:12519-133B8	CNhs13291	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 08hr, biol_rep3 (MM XXII - 16)	__na	__na
12518	FF:12518-133B7	CNhs13290	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 07hr, biol_rep3 (MM XXII - 15)	__na	__na
12517	FF:12517-133B6	CNhs13289	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 06hr, biol_rep3 (MM XXII - 14)	__na	__na
12516	FF:12516-133B5	CNhs13288	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 05hr, biol_rep3 (MM XXII - 13)	__na	__na
12515	FF:12515-133B4	CNhs13287	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 04hr, biol_rep3 (MM XXII - 12)	__na	__na
12514	FF:12514-133B3	CNhs13286	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 03hr30min, biol_rep3 (MM XXII - 11)	__na	__na
12513	FF:12513-133B2	CNhs13285	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 03hr00min, biol_rep3 (MM XXII - 10)	__na	__na
12512	FF:12512-133B1	CNhs13284	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 02hr30min, biol_rep3 (MM XXII - 9)	__na	__na
12511	FF:12511-133A9	CNhs13283	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 02hr00min, biol_rep3 (MM XXII - 8)	__na	__na
12510	FF:12510-133A8	CNhs13282	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 01hr40min, biol_rep3 (MM XXII - 7)	__na	__na
12509	FF:12509-133A7	CNhs13281	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 01hr20min, biol_rep3 (MM XXII - 6)	__na	__na
12508	FF:12508-133A6	CNhs13280	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 01hr00min, biol_rep3 (MM XXII - 5)	__na	__na
12507	FF:12507-133A5	CNhs13279	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 00hr45min, biol_rep3 (MM XXII - 4)	__na	__na
12506	FF:12506-133A4	CNhs13278	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 00hr30min, biol_rep3 (MM XXII - 3)	__na	__na
12505	FF:12505-133A3	CNhs13277	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 00hr15min, biol_rep3 (MM XXII - 2)	__na	__na
12504	FF:12504-133A2	CNhs13276	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 00hr00min, biol_rep3 (MM XXII - 1 )	__na	__na
12397	FF:12397-131G3	CNhs13173	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 08hr, biol_rep2 (MM XIV - 16)	__na	__na
12396	FF:12396-131G2	CNhs13172	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 07hr, biol_rep2 (MM XIV - 15)	__na	__na
12395	FF:12395-131G1	CNhs13171	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 06hr, biol_rep2 (MM XIV - 14)	__na	__na
12394	FF:12394-131F9	CNhs13170	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 05hr, biol_rep2 (MM XIV - 13)	__na	__na
12393	FF:12393-131F8	CNhs13169	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 04hr, biol_rep2 (MM XIV - 12)	__na	__na
12392	FF:12392-131F7	CNhs13168	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 03hr30min, biol_rep2 (MM XIV - 11)	__na	__na
12391	FF:12391-131F6	CNhs13166	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 03hr00min, biol_rep2 (MM XIV - 10)	__na	__na
12390	FF:12390-131F5	CNhs13165	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 02hr30min, biol_rep2 (MM XIV - 9)	__na	__na
12389	FF:12389-131F4	CNhs13164	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 02hr00min, biol_rep2 (MM XIV - 8)	__na	__na
12388	FF:12388-131F3	CNhs13163	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 01hr40min, biol_rep2 (MM XIV - 7)	__na	__na
12387	FF:12387-131F2	CNhs13162	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 01hr20min, biol_rep2 (MM XIV - 6)	__na	__na
12386	FF:12386-131F1	CNhs13161	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 01hr00min, biol_rep2 (MM XIV - 5)	__na	__na
12385	FF:12385-131E9	CNhs13160	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 00hr45min, biol_rep2 (MM XIV - 4)	__na	__na
12384	FF:12384-131E8	CNhs13159	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 00hr30min, biol_rep2 (MM XIV - 3)	__na	__na
12383	FF:12383-131E7	CNhs13158	__na	__na	__na	__na	timecourse	Lymphatic Endothelial cells response to VEGFC, 00hr15min, biol_rep2 (MM XIV - 2)	__na	__na
